"DISTR.1" "BLACK" "NBHISP" "GRADE" "SLFHLTH" "SLFWGHT" "WORKHARD" "GOODQUAL" "PHYSFIT" "PROUD" "LIKESLF" "ACCEPTED" "FEELLOVD" "DIET" "DISTR.2"
"3274" 0.42 0 0 10 1 3 2 1 1 1 2 1 1 0 0.74
"3275" 0.32 0 0 11 2 3 4 2 2 2 2 3 2 0 0.33
"3276" 0.26 0 0 11 1 3 2 1 1 1 2 1 1 0 0.23
"3277" 0.74 0 0 9 2 3 1 1 1 1 2 2 2 0 0.81
"3278" 0.74 0 0 8 4 3 2 3 4 2 2 2 2 0 0.27
"3279" 1.16 0 0 7 3 4 2 1 3 1 2 2 1 0 0.75
"3280" 1.16 1 0 7 3 3 1 3 2 2 2 2 3 0 1.14
"3281" 0.37 0 0 11 1 2 5 2 1 2 1 2 2 0 0.28
"3282" 0.11 0 0 7 1 3 1 2 3 1 2 1 1 0 0.1
"3283" 0.21 0 1 11 4 4 2 3 4 2 2 3 3 0 0.01
"3284" 0.05 1 0 8 2 4 1 1 2 1 2 1 1 0 0.44
"3285" 0.21 0 1 11 2 3 1 2 3 2 2 1 1 0 0.07
"3286" 0.47 0 0 9 2 4 1 2 3 2 3 2 2 0 0.25
"3287" 1.16 1 0 10 1 2 5 3 2 2 2 2 2 0 0.02
"3288" 1.05 0 1 8 2 3 2 2 1 2 1 1 1 0 0.9
"3289" 0.37 0 0 7 1 1 2 1 1 1 1 1 1 0 0.62
"3290" 0.16 0 0 10 2 3 1 1 2 2 2 1 1 0 0.13
"3291" 0 0 0 7 2 2 3 1 1 1 1 1 1 0 0.16
"3292" 0.26 0 0 8 2 4 1 3 3 3 3 2 2 1 0.52
"3293" 1.26 0 1 9 2 4 3 2 3 2 2 2 2 0 1.41
"3294" 0.26 0 0 9 2 2 4 2 3 2 2 1 1 0 0.51
"3295" 0.95 0 1 9 4 3 2 2 3 2 4 2 5 0 1.37
"3296" 0.37 0 0 7 1 3 1 1 1 1 2 1 1 0 0.25
"3297" 0.11 0 0 10 2 4 2 2 2 2 2 2 2 0 0.24
"3298" 0 1 0 9 1 4 1 1 1 1 1 2 1 0 0.23
"3299" 1.84 0 0 10 2 3 3 3 4 4 3 4 3 0 0.19
"3300" 0.26 0 1 10 1 4 2 2 1 1 1 1 1 1 0.11
"3301" 0.37 0 0 10 2 3 1 2 2 2 2 3 2 0 0.39
"3302" 0.26 0 1 8 2 3 2 1 3 2 1 2 2 0 0.72
"3303" 0.68 0 1 9 3 3 2 1 4 3 4 3 2 0 0.66
"3304" 0.26 0 0 8 3 5 4 4 5 4 4 4 3 1 0.04
"3305" 1.16 0 1 10 3 4 2 2 4 3 4 4 4 0 1.77
"3306" 0.58 0 0 10 1 5 4 2 3 2 2 2 2 1 1.56
"3307" 0.42 0 1 10 2 3 2 1 3 1 2 1 1 1 0.47
"3308" 1.16 0 0 7 2 2 2 2 3 2 3 4 2 0 0.17
"3309" 0.42 0 0 9 2 3 1 1 2 1 2 2 1 0 0.39
"3310" 0.26 0 0 9 2 3 2 1 2 2 1 2 1 0 0.39
"3311" 0.42 0 0 10 3 3 1 2 2 2 3 2 2 1 0.46
"3312" 0.47 0 0 7 1 2 2 1 1 1 1 1 1 0 0.37
"3313" 0.53 0 0 11 4 5 1 4 4 4 5 4 5 1 1.63
"3314" 0.95 0 0 7 2 3 3 2 3 4 3 3 2 0 1.22
"3315" 0.74 0 1 11 2 3 2 3 4 2 4 5 5 0 2.35
"3316" 0.63 0 0 7 1 1 2 2 2 1 1 1 2 0 0.42
"3317" 0.53 0 0 8 1 3 3 1 1 1 1 1 1 0 0.82
"3318" 2.05 0 1 10 3 3 3 2 4 3 5 4 3 0 1.5
"3319" 0.37 0 0 8 1 3 1 2 2 2 2 3 1 0 0.16
"3320" 0.26 0 0 7 1 4 2 2 3 3 2 2 2 1 0.38
"3321" 0.79 0 0 8 2 5 1 1 2 1 3 2 1 0 0.9
"3322" 1.64 0 0 11 3 3 2 3 2 2 2 4 2 0 2.03
"3323" 0.58 1 0 8 2 3 4 2 2 2 2 4 2 0 0.76
"3324" 0.53 0 0 9 1 2 1 1 1 1 1 2 1 0 0.81
"3325" 0.32 0 1 10 1 3 1 2 2 2 3 2 2 0 0.34
"3326" 0.37 0 0 7 2 4 4 2 2 3 3 2 2 1 0.39
"3327" 0.89 0 1 8 3 3 2 2 3 2 2 1 2 0 0.59
"3328" 0.26 0 0 8 1 2 3 1 2 1 1 2 2 0 0.53
"3329" 0.58 0 1 11 2 4 3 2 3 2 4 3 3 1 0.41
"3330" 2.05 0 1 10 3 4 4 4 4 4 4 4 4 0 0.89
"3331" 0.84 0 0 11 2 4 1 1 2 2 1 3 2 0 0.45
"3332" 0.42 0 1 9 2 4 1 2 3 2 2 3 2 0 0.82
"3333" 1.05 0 0 11 2 3 2 2 1 2 2 2 3 0 0.78
"3334" 1.11 0 1 9 3 3 3 3 2 2 3 3 2 0 0.59
"3335" 0.47 0 0 8 2 4 2 2 2 1 2 2 2 0 0.77
"3336" 0.74 0 1 9 2 4 3 1 2 1 2 1 1 1 0.63
"3337" 0 0 0 8 2 3 1 2 2 1 1 1 1 0 0.16
"3338" 0.47 1 0 9 3 4 3 2 3 2 2 3 2 0 0.65
"3339" 0.95 1 0 11 2 3 3 2 2 2 2 2 2 0 0.76
"3340" 1.47 1 0 11 3 5 3 1 2 1 1 2 2 0 1.8
"3341" 0.95 0 0 10 1 4 2 2 4 2 2 4 2 0 0.79
"3342" 0.68 0 0 9 1 3 2 2 2 2 3 1 3 0 0.5
"3343" 0.32 0 0 9 4 3 3 2 4 2 1 4 2 0 0.48
"3344" 0.16 1 0 10 3 3 2 3 3 2 3 2 2 0 0.45
"3345" 1 0 0 9 3 5 2 3 4 2 4 2 2 1 0.09
"3346" 0.21 0 0 7 2 1 2 1 1 1 1 2 1 0 0.23
"3347" 0.58 0 0 11 2 2 1 1 1 2 1 1 2 0 0.6
"3348" 0.26 0 1 11 2 3 2 2 2 1 2 1 1 0 0.34
"3349" 0.32 0 0 8 4 4 2 1 3 1 2 1 1 0 0.02
"3350" 0.16 0 1 7 4 4 3 3 4 3 3 4 4 0 0.7
"3351" 1.05 0 1 10 1 4 2 2 2 2 2 1 2 0 0.45
"3352" 0.53 0 1 8 4 3 4 2 3 3 2 2 1 0 1.07
"3353" 0.95 0 1 11 3 3 1 2 3 2 4 3 2 0 0.42
"3354" 0.21 0 1 11 2 3 1 2 2 2 2 3 2 0 0.24
"3355" 0.53 0 0 7 3 3 3 2 3 2 1 1 2 1 0.43
"3356" 0.47 0 0 11 3 3 1 3 3 3 2 2 3 0 0.4
"3357" 0.58 1 0 8 2 2 2 2 2 2 1 2 2 0 0.45
"3358" 0.42 0 1 7 2 4 2 1 2 1 1 1 1 1 0.18
"3359" 0.58 0 0 8 2 3 3 3 3 2 2 5 3 0 0.26
"3360" 0.26 0 0 9 4 3 3 3 4 4 4 5 5 0 1.41
"3361" 0.26 0 0 10 2 3 2 1 2 1 1 2 2 0 0.07
"3362" 0.74 0 0 11 3 4 3 2 4 2 4 1 2 1 0.4
"3363" 0.47 0 0 9 3 3 2 2 3 1 3 1 1 0 0.58
"3364" 1 0 0 7 2 4 4 2 4 2 2 3 2 0 0.75
"3365" 0.84 0 0 8 1 5 2 2 2 2 2 4 2 1 0.82
"3366" 0.53 1 0 10 2 4 1 1 3 1 2 1 2 1 0.29
"3367" 0.47 1 0 7 1 1 4 1 2 1 2 2 2 0 0.36
"3368" 0.79 1 0 7 3 1 2 1 1 2 1 1 1 0 1.41
"3369" 1.47 0 0 11 3 4 4 2 3 2 1 3 3 0 0.92
"3370" 1.11 1 0 8 2 3 3 2 3 2 4 1 2 1 1.31
"3371" 0.74 0 0 10 3 4 2 2 3 2 2 3 2 0 0.73
"3372" 0.63 0 1 11 3 3 3 1 3 3 2 2 1 0 0.62
"3373" 1.21 0 0 7 4 5 3 2 4 2 2 1 2 1 0.1
"3374" 0.53 1 0 9 2 4 2 2 2 2 4 2 1 0 0.15
"3375" 1.42 0 0 10 2 3 1 1 1 1 2 1 1 0 0.56
"3376" 0.32 0 1 11 1 2 2 1 2 2 2 1 2 0 0.21
"3377" 0.32 0 0 7 1 2 2 2 2 1 1 2 2 0 0.27
"3378" 0.84 0 0 9 3 4 1 2 3 2 2 1 1 1 0.03
"3379" 0.26 0 0 8 1 3 1 1 1 2 2 2 1 0 0.43
"3380" 0.47 1 0 9 1 3 3 2 3 2 2 3 2 0 0.47
"3381" 0.42 0 0 10 1 4 2 1 2 1 2 2 1 0 0.54
"3382" 1.05 1 0 9 2 4 1 2 4 2 4 3 2 0 1.46
"3383" 0.58 0 0 10 2 3 3 2 1 2 2 2 3 0 1.51
"3384" 0.74 1 0 10 4 4 1 1 2 1 1 2 2 1 0.53
"3385" 0.37 0 0 11 2 3 4 1 2 3 4 1 2 0 0.54
"3386" 1.58 0 0 11 3 4 2 3 4 3 4 4 5 0 1.37
"3387" 0.58 0 0 9 3 4 2 2 2 2 3 1 2 0 1.04
"3388" 0.84 0 0 10 2 3 3 3 4 2 4 3 3 1 0.45
"3389" 0.05 0 0 9 1 4 2 1 2 1 1 1 1 0 0.08
"3390" 0.79 1 0 9 2 4 3 2 4 2 2 2 3 0 1.06
"3391" 0.58 1 0 10 1 3 2 1 1 1 1 1 1 0 0.57
"3392" 0.84 1 0 11 2 3 2 1 2 1 1 1 1 0 1.18
"3393" 0.68 1 0 11 3 4 1 2 3 2 3 4 2 0 0.39
"3394" 1 0 0 10 3 4 2 2 2 2 2 1 2 1 0.82
"3395" 1.05 0 0 8 3 1 2 2 2 2 3 1 2 0 0.46
"3396" 1.26 0 0 11 3 4 3 2 4 2 1 4 2 0 1.6
"3397" 0.84 0 0 11 3 5 2 2 2 2 4 2 3 1 1.35
"3398" 0.16 0 1 10 1 4 2 1 2 1 2 1 1 1 0.31
"3399" 0.63 0 0 10 2 3 1 3 2 2 3 2 1 0 1.37
"3400" 0.32 0 1 8 1 3 4 1 2 1 2 1 3 0 0.86
"3401" 0.37 0 1 11 2 4 2 2 4 3 3 2 1 1 0.48
"3402" 0.21 0 0 11 4 3 2 1 1 1 2 1 1 0 0.12
"3403" 0.63 1 0 10 1 4 1 2 2 2 2 2 2 0 0.41
"3404" 1.11 0 0 11 2 2 3 1 2 1 1 3 1 0 0.97
"3405" 0.68 1 0 9 1 3 3 1 1 2 1 2 1 0 0.83
"3406" 0.68 0 0 9 1 3 2 1 1 1 2 1 2 0 0.24
"3407" 0.84 0 0 10 2 3 1 2 3 2 4 3 2 0 0.13
"3408" 1.21 0 1 10 2 3 2 2 1 2 2 2 2 1 0.23
"3409" 0.79 1 0 9 1 4 2 1 2 1 2 2 1 0 0.91
"3410" 0.58 1 0 11 1 4 2 1 2 1 1 1 1 0 0.49
"3411" 0.47 0 0 9 3 3 1 2 2 2 3 2 2 0 0.32
"3412" 1 0 1 9 3 4 3 3 4 4 4 5 3 0 1.18
"3413" 0 0 0 7 3 4 1 1 2 1 1 1 1 0 0.03
"3414" 0.47 0 0 10 3 3 1 2 2 2 2 2 1 1 0.33
"3415" 0.16 1 0 11 2 4 3 3 4 3 4 5 4 0 0.42
"3416" 1.32 0 0 11 3 4 1 2 3 1 3 3 1 1 0.85
"3417" 0.05 0 1 9 1 3 1 1 2 1 1 1 1 0 0.29
"3418" 0.42 0 0 9 1 2 2 1 2 1 2 1 2 0 0.19
"3419" 0.79 0 0 7 2 4 2 2 2 2 3 1 1 1 0.67
"3420" 0.16 0 0 11 1 3 1 1 1 1 1 1 1 0 0.05
"3421" 1.58 1 0 11 3 3 1 2 2 2 2 3 2 0 1.17
"3422" 0.74 0 1 7 3 5 2 1 2 2 4 1 2 0 1.05
"3423" 0.63 0 0 10 3 3 2 3 2 2 1 1 1 0 0.53
"3424" 0 0 0 8 1 1 1 1 1 1 1 1 1 0 0.03
"3425" 0.63 0 1 7 1 3 2 2 3 2 4 1 1 0 0.87
"3426" 0.84 1 0 11 1 3 2 2 2 2 2 2 1 0 0.02
"3427" 0.32 1 0 8 3 3 2 1 1 1 1 1 1 0 1.37
"3428" 0.47 0 0 8 2 3 2 2 2 2 1 2 2 0 0.26
"3429" 0.84 0 0 10 3 3 2 1 3 1 2 1 1 0 0.8
"3430" 0.37 1 0 7 3 2 1 2 1 1 1 1 1 0 0.79
"3431" 0.11 0 0 7 3 3 1 1 1 1 2 1 1 0 0.07
"3432" 0.26 0 0 7 1 4 3 2 1 2 3 3 2 1 0.62
"3433" 0.89 0 1 9 4 4 2 2 2 2 1 2 1 0 0.04
"3434" 0.05 0 0 7 2 3 1 2 2 2 3 4 2 1 0.33
"3435" 2 0 0 8 2 4 1 2 2 2 4 4 4 0 0.65
"3436" 0.26 0 0 11 2 4 3 1 2 2 1 1 2 0 0.2
"3437" 0.95 1 0 11 1 4 3 1 5 2 3 2 2 0 0.86
"3438" 0.74 0 0 11 3 2 3 2 2 2 2 3 1 1 0.33
"3439" 0.95 0 0 9 2 3 2 2 3 2 2 3 2 1 1.13
"3440" 0.16 0 0 7 1 5 4 2 1 2 3 3 2 1 0.25
"3441" 0.74 1 0 7 3 3 3 2 3 2 1 4 2 0 0.71
"3442" 0.32 1 0 11 3 4 1 1 2 1 1 3 1 1 0.35
"3443" 0.05 0 0 11 1 3 3 1 1 1 2 1 1 0 0.09
"3444" 0.74 1 0 7 4 4 1 2 3 1 1 2 1 0 0.25
"3445" 0.95 1 0 8 2 3 2 1 2 1 1 1 1 0 1.15
"3446" 0.47 0 1 10 4 4 2 2 4 2 3 3 2 1 0.61
"3447" 0.58 0 1 8 3 4 2 2 3 2 1 2 2 1 0.63
"3448" 0.74 1 0 11 3 2 2 2 3 3 2 3 2 0 0.19
"3449" 0.21 0 0 8 2 2 1 1 1 1 1 1 1 0 0.21
"3450" 0.63 0 1 8 2 2 2 2 2 2 1 2 2 0 0.6
"3451" 1.42 0 0 11 3 4 2 5 4 4 5 5 4 0 0.55
"3452" 1.37 0 0 10 2 3 3 2 2 2 3 3 2 0 1.55
"3453" 0.84 0 0 8 2 4 2 2 3 2 3 3 2 0 1.68
"3454" 1.16 0 0 11 2 2 4 2 2 3 2 2 2 0 0.35
"3455" 1.11 1 0 9 3 4 1 2 3 2 2 3 1 0 1.1
"3456" 0.53 0 0 11 2 3 1 1 1 1 1 1 2 0 0.3
"3457" 0.53 0 1 11 3 3 1 1 4 1 2 2 2 0 0.76
"3458" 0.89 0 0 11 2 3 2 2 2 3 3 3 2 0 1.46
"3459" 1.05 0 0 11 2 3 2 1 3 1 2 2 1 0 0.94
"3460" 0.53 0 0 8 2 3 1 2 2 1 2 2 2 0 0.49
"3461" 0.63 0 0 11 3 3 2 2 4 2 2 2 2 0 0.61
"3462" 0.26 0 1 7 2 3 2 1 2 1 1 3 2 0 0.23
"3463" 0.26 1 0 10 4 4 2 3 4 2 2 2 2 0 0.17
"3464" 0.53 0 0 11 2 3 1 3 4 3 3 4 3 0 1.68
"3465" 2.84 0 0 10 2 4 1 2 3 2 4 3 2 1 2.13
"3466" 0.42 0 0 7 3 4 2 1 3 1 1 2 1 1 0.43
"3467" 0.74 0 0 10 3 3 1 2 2 4 2 4 3 0 0.47
"3468" 2.16 0 0 7 3 3 5 2 3 2 2 2 1 1 1.56
"3469" 0.32 0 0 8 1 2 2 1 1 1 1 1 1 0 0.41
"3470" 0.26 0 0 11 1 5 5 2 4 3 5 4 4 1 1.12
"3471" 0.26 1 0 7 2 3 2 1 2 1 1 1 1 0 0.34
"3472" 0.58 0 0 8 3 4 2 1 4 1 4 2 2 1 0.94
"3473" 0.32 0 0 10 3 3 4 2 2 2 2 2 2 0 0.74
"3474" 0.58 1 0 11 1 4 1 2 3 2 2 3 2 1 1.06
"3475" 1.95 0 0 9 1 3 3 2 2 2 2 2 2 0 0.83
"3476" 0.84 0 0 11 1 5 5 2 3 3 4 4 3 1 0.41
"3477" 0.42 0 0 10 4 5 3 2 3 2 2 4 2 1 0.29
"3478" 0.42 0 0 11 3 4 2 2 3 3 2 3 3 0 0.46
"3479" 0.74 0 0 11 3 3 2 2 4 3 3 4 5 1 1.2
"3480" 0.32 1 0 9 2 2 1 1 1 1 2 1 2 0 0.37
"3481" 0.95 0 0 9 3 3 2 3 3 3 1 1 4 0 0.82
"3482" 0.53 0 0 7 3 3 2 4 3 3 5 3 4 0 1.14
"3483" 0.53 0 0 9 2 2 3 2 1 1 2 5 2 0 1
"3484" 0.58 0 1 11 3 3 1 1 2 1 1 1 2 1 0.71
"3485" 0.95 1 0 11 2 3 2 2 2 2 2 2 3 0 1.21
"3486" 0.58 0 0 9 1 3 3 3 3 2 2 2 1 0 0.83
"3487" 1.05 0 0 11 3 4 3 2 5 2 2 3 3 0 2.38
"3488" 0.11 0 0 11 1 3 1 1 1 1 1 2 1 0 0.18
"3489" 0.37 0 0 10 2 4 1 1 2 1 2 1 1 1 0.44
"3490" 0.84 0 0 9 2 3 2 2 2 2 1 2 1 0 1.08
"3491" 0.37 1 0 10 1 3 2 1 1 1 2 1 1 0 0.16
"3492" 0.32 0 0 10 2 4 1 2 1 2 1 3 2 1 0.74
"3493" 0.42 1 0 7 2 4 2 1 2 1 1 2 1 0 0.31
"3494" 1.84 1 0 10 3 3 1 2 3 1 2 2 1 0 1.21
"3495" 1.11 0 0 9 3 3 2 2 2 2 2 4 4 0 0.29
"3496" 0.37 0 0 8 2 1 2 1 2 1 1 1 1 0 0.49
"3497" 0.11 1 0 9 2 4 2 1 1 1 1 1 1 0 0.23
"3498" 0.74 1 0 8 4 4 2 2 3 2 2 3 2 0 0.72
"3499" 0.32 0 0 7 1 3 4 2 1 2 2 3 2 0 0.14
"3500" 0.37 0 0 8 4 5 4 3 4 4 4 4 3 0 0.21
"3501" 0.21 1 0 10 2 5 2 2 5 3 4 4 3 0 0.59
"3502" 0.53 1 0 10 2 3 2 1 3 2 2 2 2 0 0.82
"3503" 0.58 1 0 11 2 2 2 1 4 1 1 2 1 0 0.23
"3504" 0.53 0 0 11 2 4 1 2 3 2 2 3 2 0 0.31
"3505" 1.16 0 0 11 3 5 2 3 4 3 5 3 4 1 0.05
"3506" 0.11 0 1 8 1 5 1 2 3 2 2 2 1 1 0.09
"3507" 0.47 0 0 9 3 4 1 2 4 3 2 2 1 1 0.99
"3508" 0.47 0 0 11 3 1 2 1 1 2 1 2 1 0 0.76
"3509" 0.47 0 0 9 1 3 4 1 1 1 2 2 2 0 0.7
"3510" 1.63 1 0 7 2 2 2 1 1 1 1 1 1 0 1.41
"3511" 0.53 0 0 11 2 2 1 1 2 1 3 1 2 0 0.88
"3512" 0.32 0 0 7 2 3 1 2 2 1 3 1 1 0 0.32
"3513" 0.42 0 1 11 2 3 2 2 4 2 3 4 2 0 0.19
"3514" 0.68 1 0 10 3 2 2 1 2 1 1 1 1 0 0.78
"3515" 0.37 0 0 9 1 3 2 2 2 2 1 2 1 0 0.57
"3516" 0.79 0 0 7 3 4 1 1 2 1 2 2 2 0 0.22
"3517" 0.21 0 0 10 1 3 1 1 2 1 1 1 1 0 0.3
"3518" 0.11 0 0 8 3 4 2 1 2 1 1 1 1 1 0.18
"3519" 0.16 0 0 11 1 3 2 1 1 1 2 2 1 0 0.19
"3520" 1.84 1 0 10 2 4 2 2 4 2 3 4 2 1 1.18
"3521" 0.95 0 0 11 1 3 2 2 2 2 3 2 2 1 0.58
"3522" 0.68 1 0 8 1 2 2 2 2 2 2 1 1 0 1.08
"3523" 0.47 0 0 11 2 3 3 2 2 2 1 2 2 0 0.39
"3524" 0.53 0 0 10 2 3 2 2 2 2 2 2 2 0 0.49
"3525" 0.32 0 1 7 4 3 4 3 3 3 3 3 4 0 0.67
"3526" 0.47 0 0 11 1 3 2 2 2 2 2 2 2 0 0.35
"3527" 0.63 1 0 10 2 2 1 2 2 2 1 2 2 0 0.64
"3528" 0.32 0 0 11 2 2 1 2 2 1 1 2 1 0 0.14
"3529" 0.74 0 0 11 2 3 1 2 1 1 2 2 2 0 0.77
"3530" 0.11 0 0 9 2 3 2 2 2 2 2 2 2 0 0.33
"3531" 0.21 0 0 7 3 2 2 2 4 1 2 3 1 0 0.19
"3532" 0.63 0 0 8 2 4 2 2 1 2 2 2 1 1 0.8
"3533" 0.58 0 0 9 1 3 2 2 2 2 2 3 2 0 0.51
"3534" 0.47 0 1 8 4 3 2 3 4 4 3 4 3 0 1.19
"3535" 0.37 0 1 8 1 3 2 1 1 1 1 1 1 0 0.36
"3536" 0.33 0 0 8 2 3 1 2 1 1 2 1 1 0 0.26
"3537" 0.53 0 0 11 2 3 2 1 1 1 1 2 3 0 0.64
"3538" 1.42 1 0 11 2 3 3 2 3 3 2 4 2 0 1.01
"3539" 0.21 0 0 11 1 5 2 2 2 3 2 4 3 1 0.22
"3540" 1.32 0 0 11 3 2 2 2 3 2 3 3 3 0 0.9
"3541" 0.79 0 0 9 2 4 4 1 2 2 1 3 1 0 0.77
"3542" 0.63 1 0 8 2 2 1 2 1 1 2 2 1 0 0.77
"3543" 0.84 0 0 11 4 4 1 2 3 1 2 2 2 1 0.63
"3544" 0.26 0 0 9 3 2 3 2 2 2 1 3 2 0 0.74
"3545" 0.47 0 0 11 2 4 3 2 3 3 4 3 2 0 0.12
"3546" 0.26 0 0 9 2 4 2 1 2 1 1 2 1 1 0.4
"3547" 0.16 0 1 8 4 4 1 2 2 1 4 1 1 1 0.25
"3548" 0.37 1 0 8 1 2 1 1 1 1 3 1 1 0 0.07
"3549" 0.79 0 0 10 1 3 3 2 2 2 2 2 2 0 1.04
"3550" 0.21 0 0 9 2 5 1 2 2 2 3 2 1 0 0.37
"3551" 0.63 1 0 7 4 2 2 2 1 2 1 4 2 0 1.55
"3552" 0.26 0 0 9 3 3 1 3 3 2 3 2 2 1 0.28
"3553" 1 0 0 9 1 4 2 2 1 2 2 2 2 0 0.46
"3554" 0.21 0 0 11 1 3 3 2 2 2 3 2 2 0 0.15
"3555" 1.05 0 0 9 2 4 4 2 4 2 2 4 2 1 1.62
"3556" 1 0 1 7 2 4 2 1 2 1 2 1 2 0 1.18
"3557" 0.32 0 0 7 1 2 1 1 1 1 1 2 1 0 0.51
"3558" 0.37 0 0 10 2 4 2 3 3 2 2 3 3 0 0.69
"3559" 0.05 0 0 9 1 3 2 2 1 2 3 2 2 0 0.23
"3560" 1.11 0 0 8 3 4 2 4 3 3 4 4 4 0 0.71
"3561" 0.47 0 0 9 3 2 5 4 3 3 1 4 3 0 0.72
"3562" 1.26 0 0 10 2 2 1 1 2 1 4 2 2 0 0.45
"3563" 0.37 0 0 8 2 3 1 1 1 1 1 1 1 1 0.65
"3564" 0.32 1 0 10 2 3 2 1 1 1 1 1 1 0 0.29
"3565" 0.42 0 1 9 3 3 4 2 3 2 2 3 2 0 0
"3566" 1 1 0 7 3 3 2 1 2 1 2 2 1 0 0.73
"3567" 0.79 0 1 7 4 5 5 4 5 5 5 5 4 0 0.85
"3568" 0.47 0 0 10 3 4 3 2 3 2 3 2 2 1 0.74
"3569" 1.32 0 0 10 1 2 2 1 1 1 1 4 4 0 0.47
"3570" 1.68 1 0 9 4 3 3 1 1 1 1 1 1 0 0.64
"3571" 0.37 0 0 9 3 4 2 2 3 2 2 3 4 0 0.83
"3572" 0.58 1 0 9 3 2 2 2 2 1 1 1 1 0 0.63
"3573" 0.47 1 0 10 2 3 2 1 2 1 2 1 1 0 0.69
"3574" 1.29 1 0 8 3 2 1 1 2 2 2 2 2 0 1.04
"3575" 0.95 0 1 7 4 4 2 5 4 4 5 4 4 1 1.49
"3576" 0.68 1 0 7 3 4 2 1 3 2 2 3 2 1 0.7
"3577" 0.42 0 0 10 1 3 2 2 1 2 2 2 3 0 0.17
"3578" 0.74 0 0 11 1 4 1 2 2 2 3 4 3 1 1.09
"3579" 0.21 0 0 11 1 3 2 2 2 2 2 2 2 0 1.07
"3580" 1.42 0 0 10 3 2 2 2 3 3 2 4 3 1 1.3
"3581" 0.95 0 0 9 2 3 3 2 2 2 2 2 2 0 0.62
"3582" 1.05 1 0 9 1 4 3 2 3 2 2 2 3 0 0.65
"3583" 0.32 0 1 8 1 2 2 2 3 2 2 2 2 0 0.94
"3584" 0 0 0 7 2 2 1 1 1 1 1 1 1 0 0.02
"3585" 1.42 1 0 8 2 3 2 2 3 2 2 4 3 0 0.93
"3586" 0.53 0 1 7 3 3 3 2 3 2 3 4 1 0 0.86
"3587" 0.26 0 0 11 5 4 2 2 2 2 2 2 1 0 0.62
"3588" 0.53 0 1 7 2 4 2 1 1 1 1 1 1 0 0.5
"3589" 0.37 0 0 11 2 3 2 2 2 1 1 2 2 0 0.08
"3590" 0.47 1 0 8 2 3 2 1 1 1 1 1 1 0 0.48
"3591" 1.58 1 0 9 1 4 3 2 2 2 2 3 1 0 0.85
"3592" 0.84 0 0 11 1 2 2 1 2 2 1 3 1 1 0.71
"3593" 1.11 1 0 10 1 4 4 2 3 1 1 2 1 0 0.55
"3594" 0.95 0 0 9 3 2 3 3 4 3 4 2 2 0 0.35
"3595" 0.16 1 0 9 3 3 3 1 2 2 1 5 3 0 0.69
"3596" 1.42 1 0 8 4 4 1 2 3 2 2 3 2 0 0.64
"3597" 0.11 0 0 8 1 3 1 2 1 2 2 1 1 1 0.07
"3598" 0.95 0 0 11 3 5 1 2 3 2 4 3 2 1 0.78
"3599" 0.47 1 0 10 3 3 2 1 2 1 2 2 1 0 0.54
"3600" 0.32 0 0 8 3 4 2 1 2 1 1 2 1 0 0.31
"3601" 0.74 0 0 11 1 3 2 3 3 2 3 3 2 0 1.84
"3602" 0.79 0 0 10 4 3 2 2 3 3 4 3 4 0 1.17
"3603" 1.63 1 0 7 4 4 4 2 3 2 3 2 2 0 0.78
"3604" 1 1 0 10 1 4 2 1 2 1 1 2 1 0 0.59
"3605" 0.32 0 0 8 1 3 1 2 1 1 1 2 2 0 0.25
"3606" 0.68 0 1 10 2 3 3 2 2 1 2 2 1 0 0.27
"3607" 0.26 0 1 10 1 2 3 1 2 2 1 1 1 0 0.04
"3608" 0.11 0 0 10 1 2 1 1 1 1 1 1 1 0 0.26
"3609" 0.47 0 0 9 2 2 1 2 1 2 2 2 3 0 1.59
"3610" 0.63 0 0 7 1 3 2 1 1 1 1 2 2 0 0.17
"3611" 0.42 0 0 11 2 4 3 1 2 1 2 2 1 1 1.09
"3612" 0.37 0 0 9 4 4 2 2 4 2 3 3 2 1 0.39
"3613" 0.26 0 1 10 3 3 2 3 1 2 1 2 2 0 0.12
"3614" 1.47 0 0 11 2 3 1 2 2 2 1 3 3 0 0.47
"3615" 0.11 0 0 8 2 5 2 1 1 2 2 2 2 0 0.3
"3616" 0.11 0 0 9 1 3 2 1 1 1 2 2 2 1 0.26
"3617" 0.63 0 0 11 3 5 4 2 4 4 3 4 4 0 1.07
"3618" 0.68 0 1 11 2 5 3 2 2 2 2 3 2 1 0.74
"3619" 0.47 0 0 8 2 4 4 3 3 2 3 3 3 1 0.91
"3620" 1.37 0 0 9 2 3 2 1 1 1 1 2 2 1 1.48
"3621" 0.32 0 0 10 3 3 4 1 4 2 4 3 3 0 0.34
"3622" 0.89 1 0 11 3 4 3 2 2 2 2 2 3 0 1.18
"3623" 1.11 0 1 10 2 3 2 3 3 2 4 3 3 1 1
"3624" 0.26 0 1 8 1 3 1 2 2 2 3 2 1 0 0.35
"3625" 0.37 0 1 8 4 4 2 2 4 2 2 5 3 0 0.75
"3626" 1.05 1 0 11 1 4 2 2 3 1 2 3 2 0 1.77
"3627" 0.95 0 0 10 2 4 2 2 2 2 3 2 2 1 0.64
"3628" 0.16 0 0 7 4 3 3 1 2 1 2 1 1 0 0.15
"3629" 0.95 1 0 8 3 3 2 1 2 1 2 3 2 1 1.56
